CP,Năm,Kỳ,Tăng trưởng doanh thu (%),Doanh thu (đồng),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập tài chính,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Doanh thu thuần,Giá vốn hàng bán,Lãi gộp,Chi phí tài chính,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý DN,Lãi/Lỗ từ hoạt động kinh doanh,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Lợi nhuận khác,LN trước thuế,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông thiểu số,Cổ đông của Công ty mẹ,symbol,Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,Thuế TNDN,Lãi cơ bản trên cổ phiếu
IMP,2019,1,0.05609778978,274141783485,36321631070,0.1047252035,2304361478,-248533117,274141783485,-982982743,273158800742,-158643520246,114515280496,-2538984452,,-52126215320,-17545414804,44609027398,837098931,,-44087491,793011440,45402038838,-9080407768,,36321631070,,36321631070,IMP,,,,,,,,,,,,,,,,,,
IMP,2018,4,0.01131599274,438216264790,39396513957,0.3855312161,13129306618,0,438216264790,-29179840682,409036424108,-268156591484,140879832624,-7814807069,,-59320926551,-38525186420,48348219202,1179729711,,-35601258,1144128453,49492347655,-10095833698,,39396513957,,39396513957,IMP,,,,,,,,,,,,,,,,,,
IMP,2018,3,0.1885334685,304856357991,35343833660,0.2134870664,923013627,-185027397,304856357991,-8280463294,296575894697,-178091445977,118484448720,-3198459267,,-55555841482,-16520529925,44132631673,110812951,,-63652549,47160402,44179792075,-8835958415,,35343833660,,35343833660,IMP,,,,,,,,,,,,,,,,,,
IMP,2018,2,-0.07741569866,266399666566,31064263290,-0.08328084908,2581322998,-160095890,266399666566,-6023284142,260376382424,-154651414687,105724967737,-1322505917,,-50515938670,-17684207274,38783638874,245121904,,-29501177,215620727,38999259601,-7934996311,,31064263290,,31064263290,IMP,,,,,,,,,,,,,,,,,,
IMP,2018,1,0.1141979009,259579923505,32878430721,0.2687702561,2254572044,-930756426,259579923505,-6383512038,253196411467,-148655178536,104541232931,-5262920971,,-46740878748,-15453981187,39338024069,1883515619,,-123501287,1760014332,41098038401,-8219607680,,32878430721,,32878430721,IMP,,,,,,,,,,,,,,,,,,
IMP,2017,4,0.1356347271,433312899167,28434230496,-0.2378335296,6043267437,0,433312899167,-18701457458,414611441709,-270542112095,144069329614,-4242353535,,-76199810994,-36210789537,33459642985,860771726,,1206277670,2067049396,35526692381,-7092461885,,28434230496,,28434230496,IMP,,,,,,,,,,,,,,,,,,
IMP,2017,3,0.13766291,256497916192,29125842902,0.262795691,2556612631,-359397252,256497916192,-5800063355,250697852837,-150178905196,100518947641,-3292884698,,-49652400142,-13509975544,36620299888,272813434,,-485809694,-212996260,36407303628,-7281460726,,29125842902,,29125842902,IMP,,,,,,,,,,,,,,,,,,
IMP,2017,2,0.1475960948,288753739011,33886347044,0.7478011546,9532962722,-56000000,288753739011,-12932666168,275821072843,-154431733401,121389339442,-3680050588,,-62935688879,-21612301877,42694260820,167213571,,-628915000,-461701429,42232559391,-8346212347,,33886347044,,33886347044,IMP,,,,,,,,,,,,,,,,,,
IMP,2017,1,0.1648760697,232974701619,25913620344,0.2205447887,360318246,-203336250,232974701619,-8649419110,224325282509,-132328182041,91997100468,-2770187873,,-42432514449,-14172295401,32982420991,150594239,,-740989800,-590395561,32392025430,-6478405086,,25913620344,,25913620344,IMP,,,,,,,,,,,,,,,,,,
IMP,2016,4,0.06294909453,381560099222,37307112814,0.7192358596,2257618500,0,381560099222,-15549044135,366011055087,-218270733218,147740321869,-4528722750,,-68268981515,-30941473060,46258763044,1025347260,,-371277001,654070259,46912833303,-9605720489,,37307112814,,37307112814,IMP,,,,,,,,,,,,,,,,,,
IMP,2016,3,0.1265666769,225460383677,23064572607,0.3116592724,702973998,0,225460383677,-10231022569,215229361108,-123531237406,91698123702,-2262504193,,-46128269642,-14914608700,29095715165,105999594,,-370999000,-264999406,28830715759,-5766143152,,23064572607,,23064572607,IMP,,,,,,,,,,,,,,,,,,
IMP,2016,2,0.07204876104,251616174287,19387987561,-0.2859971108,3753508853,0,251616174287,-15215217730,236400956557,-140040388506,96360568051,-3025129878,,-58878774498,-13617761526,24592411002,103268305,,-630639855,-527371550,24065039452,-4677051891,,19387987561,,19387987561,IMP,,,,,,,,,,,,,,,,,,
IMP,2016,1,-0.08647788455,199999560198,21231191665,-0.1782742905,2381800184,-55154439,199999560198,-7294754645,192704805553,-123450760026,69254045527,-2419338306,,-30598128539,-11788665678,26829713188,365529096,,-656252703,-290723607,26538989581,-5307797916,,21231191665,,21231191665,IMP,,,,,,,,,,,,,,,,,,
IMP,2015,4,0.1414786738,358963661745,21699822398,-0.01371318571,4528442648,-366163904,358963661745,-23712061087,335251600658,-212659929587,122591671071,-4507026241,,-61515520570,-32651219425,28446347483,146133463,,-442510645,-296377182,28149970301,-6450147903,,21699822398,,21699822398,IMP,,,,,,,,,,,,,,,,,,
IMP,2015,3,-0.08374221213,200130527828,17584271382,-0.1722396486,1075550876,-203441514,200130527828,-16279991703,183850536125,-119813477066,64037059059,-3214201729,,-27193525217,-11783269490,22921613499,83885249,,-461561079,-377675830,22543937669,-4959666287,,17584271382,,17584271382,IMP,,,,,,,,,,,,,,,,,,
IMP,2015,2,0.1755484454,234705904648,27153934325,0.3198624856,10702245188,-36215274,234705904648,-7495073297,227210831351,-141622298253,85588533098,-5713574919,,-41780073504,-14644820573,34152309290,315963585,,-421458791,-105495206,34046814084,-6892879759,,27153934325,,27153934325,IMP,,,,,,,,,,,,,,,,,,
IMP,2015,1,0.2525620931,218932368264,25837321894,0.1927899942,1531131831,0,218932368264,-926491882,218005876382,-107776473490,110229402892,-1795924240,,-62660383459,-13709515200,33594711824,504713708,,-974653873,-469940165,33124771659,-7287449765,,25837321894,,25837321894,IMP,,,,,,,,,,,,,,,,,,
IMP,2014,4,0.3031211734,314472508331,22001533513,137.4329985,2476704312,-91472499,314472508331,-8454397167,306018111164,-169865817331,136152293833,-743100512,,-85086556741,-28091375008,24707965884,322668694,,2735225258,3057893952,27765859836,-5764326323,,22001533513,,22001533513,IMP,,,,,,,,,,,,,,,,,,
IMP,2014,3,0.07637974597,218421639059,21243191163,0.08137996939,2902869743,-285292499,218421639059,-803859490,217617779569,-114768448123,102849331446,-2638611510,,-62356046609,-12607113713,28150429357,190905778,,-1398838169,-1207932391,26942496966,-5699305803,,21243191163,,21243191163,IMP,,,,,,,,,,,,,,,,,,
IMP,2014,2,-0.1063341224,199656513993,20573305645,0.0165763156,2644242659,13000000,199656513993,-897581364,198758932629,-102359501644,96399430985,-2694145144,,-55673190939,-11960867958,28715469603,202931793,,-1515494013,-1312562220,27402907383,-6829601738,,20573305645,,20573305645,IMP,,,,,,,,,,,,,,,,,,
IMP,2014,1,-0.0607415081,174787636859,21661249692,0.04713434039,1537110117,-13000000,174787636859,-46739068,174740897791,-93314820404,81426077387,-1869852073,,-41948497467,-9940683504,29204154460,82214609,,-1515536131,-1433321522,27770832938,-6109583246,,21661249692,,21661249692,IMP,,,,,,,,,,,,,,,,,,
IMP,2013,4,0,241322537575,-161262552,0,3215312416,-570888889,241322537575,-6142676210,235179861365,-129975971160,105203890205,-238705667,,-65401004193,-26490970487,16288522274,1037180991,,-2731587416,-1694406425,14594115849,-14755378401,,-161262552,,-161262552,IMP,,,,,,,,,,,,,,,,,,
IMP,2013,3,0,202922472182,19644520672,0,1376269671,0,202922472182,-1499377922,201423094260,-111122734805,90300359455,-1526178845,,-53301183302,-9866380498,26982886481,573555654,,-1363747906,-790192252,26192694229,-6548173557,,19644520672,,19644520672,IMP,,,,,,,,,,,,,,,,,,
IMP,2013,2,0,223412932062,20237836874,0,1786107901,218000000,223412932062,-3556058505,219856873557,-113831006613,106025866944,-3415025218,,-60443293866,-13860076217,30093579544,402395492,,-2766991536,-2364596044,27728983500,-7491146626,,20237836874,,20237836874,IMP,,,,,,,,,,,,,,,,,,
IMP,2013,1,0,186091090329,20686218431,0,826896451,-218000000,186091090329,-241737220,185849353109,-96164627524,89684725585,-2381495591,,-52591308569,-9488021963,26050795913,3041741389,,-1509076795,1532664594,27583460507,-6897242076,,20686218431,,20686218431,IMP,,,,,,,,,,,,,,,,,,
KBC,2025,1,19.46075927,3116861770664,782712304442,10.13337889,135000217669,-103205588793,3116861770664,0,3116861770664,-1908093806957,1208767963707,-113098392501,45181066707,-27992894237,-147361061905,1100496899440,24835050035,0,-739171636,24095878399,1124592777839,-264950376777,-10541455319,849100945743,66388641301,782712304442,KBC,,,,,,,,,,,,,,,,,,
KBC,2024,4,-0.07724426884,781340880888,30361061319,-0.566700235,157773280091,-84712643642,781340880888,0,781340880888,-396083143996,385257736892,-65381922104,29545910200,-24578916007,-121183826723,361432262349,5929346153,0,-244911025866,-238981679713,122450582636,-110598997102,13919842458,25771427992,-4589633327,30361061319,KBC,,,,,,,,,,,,,,,,,,
KBC,2024,3,2.844863166,950373545814,196199119318,13.198406,116399929154,-82491237974,950373545814,0,950373545814,-590716815845,359656729969,-85408617866,-5163901228,-20893734695,-111130539692,253459865642,5057365704,0,-8251916301,-3194550597,250265315045,-39239511671,-9549117604,201476685770,5277566452,196199119318,KBC,,,,,,,,,,,,,,,,,,
KBC,2024,2,-0.6527511304,891725408367,241061935668,-0.754023382,109304402718,-48545347226,891725408367,0,891725408367,-427079951363,464645457004,-53917331664,-1840998539,-49020208440,-116652669889,352518651190,38043578369,0,-4328117250,33715461119,386234112309,-98415067903,-15299859090,272519185316,31457249648,241061935668,KBC,,,,,,,,,,,,,,,,,,
KBC,2024,1,-0.9314757234,152333631886,-85698000041,-1.091096636,67813683471,-52892036937,152333631886,0,152333631886,-78427421825,73906210061,-54134474647,-6628057074,-3542461403,-110896865842,-33481965434,590877618,0,-3532204652,-2941327034,-36423292468,-47126913925,6816336450,-76733869943,8964130098,-85698000041,KBC,,,,,,,,,,,,,,,,,,
KBC,2023,4,6.772116075,846747253362,70069415619,1.139205503,103970875006,-123938871743,846747253362,0,846747253362,-470027985891,376719267471,-124422218542,-10529345988,-44392728396,-108763632544,192582217007,21001131646,0,-526061753,20475069893,213057286900,-88203249125,6490027251,131344065026,61274649407,70069415619,KBC,,,,,,,,,,,,,,,,,,
KBC,2023,3,0.2162326043,247180069788,13818390549,-0.9927979397,57828179037,-38877389752,247180069788,0,247180069788,-136308356147,110871713641,-39035960311,-2160990247,-7265610825,-68282819398,51954511897,614589499,0,-5416874946,-4802285447,47152226450,-31392992732,2788900643,18548134361,4729743812,13818390549,KBC,,,,,,,,,,,,,,,,,,
KBC,2023,2,5.523186449,2567972098378,980019717570,3.68056755,136923955181,-147266808706,2567972098378,-240297318000,2327674780378,-680288232848,1647386547530,-154595948737,5864144292,-151966455474,-188859079087,1294753163705,540131374,0,-4022383328,-3482251954,1291270911751,-251958157459,-27236685081,1012076069211,32056351641,980019717570,KBC,,,,,,,,,,,,,,,,,,
KBC,2023,1,2.214249104,2223060782816,940737263139,0.9573959311,155473892332,-96596786209,2223060782816,0,2223060782816,-671869856312,1551190926504,-132190433712,-4411579391,-150664691053,-104808073336,1314590041344,145134754,0,-982011557,-836876803,1313753164541,-49340916215,-208053441886,1056358806440,115621543301,940737263139,KBC,,,,,,,,,,,,,,,,,,
KBC,2022,4,-0.9115678239,108946810000,-503352339331,-3.373767076,105370033895,-130705135132,108946810000,-447210000000,-338263190000,43703651364,-294559538636,-154736609769,-23114429976,-5280623052,-181531221380,-553852388918,1335698875,0,-2222581495,-886882620,-554739271538,-12299070478,8203491775,-558834850241,-55482510910,-503352339331,KBC,,,,,,,,,,,,,,,,,,
KBC,2022,3,-0.3743930013,203234207764,1918671879809,29.05729808,83331929635,-126698613288,203234207764,0,203234207764,-105934030177,97300177587,-140834307145,1997227813500,-3383773194,-72070998383,1961570842000,309062666,0,-3020000061,-2710937395,1958859904605,-19802355444,-2824640536,1936232908625,17561028816,1918671879809,KBC,,,,,,,,,,,,,,,,,,
KBC,2022,2,-0.4749784597,393668358015,-365601574730,-9.951235551,84729655423,-137474492360,393668358015,0,393668358015,-209700737800,183967620215,-155198342347,199691421005,-8650876607,-95349789939,209189687750,-479300179382,0,-5928728913,-485228908295,-276039220545,-63109916766,16129669471,-323019467840,42582106890,-365601574730,KBC,,,,,,,,,,,,,,,,,,
KBC,2022,1,-0.6545255858,691626787712,480606528395,-0.1979212802,69825441406,-127917639064,691626787712,0,691626787712,-412535558315,279091229397,-144544146736,10679451934,-28599536066,-115062384233,71390055702,498984495191,0,-18966629,498965528562,570355584264,-55666459465,8611387806,523300512605,42693984210,480606528395,KBC,,,,,,,,,,,,,,,,,,
KBC,2021,4,0.006000449228,1231981556428,212047906637,0.2023182252,52003489095,-120294966510,1231981556428,0,1231981556428,-497209784583,734771771845,-131916119930,8529597396,-70415315413,-175650297715,417323125278,2258027130,0,-118037060923,-115779033793,301544091485,-28796489750,-50695363131,222052238604,10004331967,212047906637,KBC,,,,,,,,,,,,,,,,,,
KBC,2021,3,0.605981449,324859229797,-68384057320,-2.282735459,36623757614,-154755196079,324859229797,0,324859229797,-165949582459,158909647338,-177922010403,-990129642,-13571023877,-38705528989,-35655287959,1006490512,0,7718182,1014208694,-34641079265,-23248504820,-1396182530,-59285766615,9098290705,-68384057320,KBC,,,,,,,,,,,,,,,,,,
KBC,2021,2,3.371513888,749813727209,40843699469,14.74316698,32712612916,-122652501414,749813727209,0,749813727209,-300968924888,448844802321,-131171392038,3522732246,1542065454,-136202095400,219248725499,1477391698,0,-5096196275,-3618804577,215629920922,-117004073125,-20785915694,77839932103,36996232634,40843699469,KBC,,,,,,,,,,,,,,,,,,
KBC,2021,1,2.601879616,2001962400892,599201196237,10.1282291,41777157090,-84198071909,2001962400892,0,2001962400892,-878701649873,1123260751019,-94206397220,1578224450,-107471578038,-80013870574,884924286727,636497024,0,-3439164215,-2802667191,882121619536,-82704131082,-84878937577,714538550877,115337354640,599201196237,KBC,,,,,,,,,,,,,,,,,,
KBC,2020,4,0.6045302746,1224633207046,176365875686,-0.5030633346,287694530021,-64932482060,1224633207046,0,1224633207046,-1038087401354,186545805692,-74600761708,153630943,-27742353704,-106276969387,265773881857,636845455,0,-1343069029,-706223574,265067658283,-85970398556,21836549813,200933809540,24567933854,176365875686,KBC,,,,,,,,,,,,,,,,,,
KBC,2020,3,-0.7792924525,202280810898,-20831424945,-1.190137662,16968138334,-64604212746,202280810898,0,202280810898,-87096857398,115183953500,-75706082186,-275463095,0,-47251629036,8918917517,-6844847752,0,-1462642158,-8307489910,611427607,-16526892191,7250731709,-8664732875,12166692070,-20831424945,KBC,,,,,,,,,,,,,,,,,,
KBC,2020,2,-0.8397126414,171522668441,-2971927760,-1.009853258,10681480102,-42361576480,171522668441,0,171522668441,-58196009473,113326658968,-50124330847,2367144433,-11882918392,-43154882851,21213151413,8711302484,0,-16950001,8694352483,29907503896,-18357699978,-634003701,10915800217,13887727977,-2971927760,KBC,,,,,,,,,,,,,,,,,,
KBC,2020,1,0.1119847695,555810469628,53845152785,-0.3947361739,16542779594,-41972525399,555810469628,0,555810469628,-311883553469,243926916159,-48276817461,-345566119,-12591449764,-65171388696,134084473713,528123648,0,-110010000,418113648,134502587361,-55466411052,15165810754,94201987063,40356834278,53845152785,KBC,,,,,,,,,,,,,,,,,,
KBC,2019,4,-0.09662366581,763234715109,354906143893,0.3745795984,25128491864,-49466377482,763234715109,0,763234715109,-128594598724,634640116385,-57761537933,-3379458976,-16298944204,-50355159109,531973508027,5245516749,0,-16190081502,-10944564753,521028943274,-83245190091,-3244353570,434539399613,79633255720,354906143893,KBC,,,,,,,,,,,,,,,,,,
KBC,2019,3,0.3944992596,916510618629,109559698449,-0.5019053956,24861391797,-51406424240,916510618629,0,916510618629,-549890483779,366620134850,-56876617731,-702499199,-67637914594,-36967163151,229297331972,876609870,0,-9594459717,-8717849847,220579482125,-14564076677,-73853548044,132161857404,22602158955,109559698449,KBC,,,,,,,,,,,,,,,,,,
KBC,2019,2,2.036052704,1070094797120,301618778962,3.981567164,14982846979,-47171436587,1070094797120,0,1070094797120,-443303194302,626791602818,-51785146937,4896045813,-32450671636,-32488079736,529946597301,1038436563,0,-6843351642,-5804915079,524141682222,-49753829151,-64732647765,409655205306,108036426344,301618778962,KBC,,,,,,,,,,,,,,,,,,
KBC,2019,1,-0.2325592003,499836405032,88961458563,-0.5738327352,14631774208,-50594406381,499836405032,0,499836405032,-258531217260,241305187772,-54599422790,-670764413,-24534617781,-51791947685,124340209311,1270940576,0,-2369486890,-1098546314,123241662997,-21683082791,1703314570,103261894776,14300436213,88961458563,KBC,,,,,,,,,,,,,,,,,,
KBC,2018,4,2.381787592,844869060901,258192500672,5.165234687,35492269238,-34402584576,844869060901,0,844869060901,-335879447159,508989613742,-38019119028,9335798373,-68060210198,-49075432177,398662919950,1006697249,0,-24397780591,-23391083342,375271836608,-62407377310,-31190652328,281673806970,23481306298,258192500672,KBC,,,,,,,,,,,,,,,,,,
KBC,2018,3,0.249429784,657232775363,219957609404,0.7052628615,21478886388,-55442161472,657232775363,0,657232775363,-240881089321,416351686042,-44594698503,-597854365,-55511127832,-35574517430,301552374300,1348428244,0,-3733806672,-2385378428,299166995872,-59178329959,-2556344896,237432321017,17474711613,219957609404,KBC,,,,,,,,,,,,,,,,,,
KBC,2018,2,6.184654044,352462523346,60546966255,-0.7440465235,20294214998,-55482320155,352462523346,0,352462523346,-179414442674,173048080672,-55701058973,-2893164929,-13388725920,-36289195345,85070150503,778410263,0,-1086328784,-307918521,84762231982,-30733233033,7015225525,61044224474,497258219,60546966255,KBC,,,,,,,,,,,,,,,,,,
KBC,2018,1,0.4962659112,651302882547,208747752162,0.1786896965,18035887222,-55424878613,651302882547,0,651302882547,-282681856938,368621025609,-55579577872,7563254298,-5054503976,-43919290003,289666795278,238666895,0,-416360417,-177693522,289489101756,-42131588072,-17297202998,230060310686,21312558524,208747752162,KBC,,,,,,,,,,,,,,,,,,
KBC,2017,4,-0.3838379178,249829132667,41878778956,0.1056400993,17238691175,-36953433919,249829132667,0,249829132667,-132158025205,117671107462,-40485227418,9934164437,-5438235630,-49576544282,49343955744,1024499338,0,-3967517126,-2943017788,46400937956,-4186667592,3310701187,45524971551,3646192595,41878778956,KBC,,,,,,,,,,,,,,,,,,
KBC,2017,3,0.1596518684,526026179123,128987509415,0.008495613188,19478296494,-31553480965,526026179123,0,526026179123,-267631851504,258394327619,-28737884405,-806845953,-9310131893,-32649019841,206368742021,692159805,0,-1153562000,-461402195,205907339826,-29069323425,-16764903158,160073113243,31085603828,128987509415,KBC,,,,,,,,,,,,,,,,,,
KBC,2017,2,-0.9264603738,49057688955,236554576586,-0.2043364959,372627426295,-20532988071,49057688955,0,49057688955,-30232576444,18825112511,-21211226655,-406577966,-3663336174,-36502460306,329668937705,847487262,0,-25880148,821607114,330490544819,-94238957745,-3673481280,232578105794,-3976470792,236554576586,KBC,,,,,,,,,,,,,,,,,,
KBC,2017,1,-0.02467978175,435285518226,177101532990,0.8667024419,22018076096,-17923546799,435285518226,0,435285518226,-180505982238,254779535988,-19023279363,10015605230,-3711584787,-36029606733,228048746431,797219134,0,-104854484,692364650,228741111081,-49739742426,1599603572,180600972227,3499439237,177101532990,KBC,,,,,,,,,,,,,,,,,,
KBC,2016,4,0.442346531,405460088938,37877406023,-0.8614689439,10647019733,-18530169133,405460088938,0,405460088938,-218832579603,186627509335,-35279828255,22735604319,-8082853047,-33213831268,143433620817,962846031,0,-250509812,712336219,144145957036,-33352145372,-26281603058,84512208606,46634802583,37877406023,KBC,,,,,,,,,,,,,,,,,,
KBC,2016,3,-0.1440299908,453606977610,127900912734,0.2450497154,10095783621,-19393878044,453606977610,0,453606977610,-144379703248,309227274362,-19635021677,-9199549193,-1885538279,-26497989228,262104959606,896273766,0,-186013613,710260153,262815219759,-19770781352,-35233455072,207810983335,79910070601,127900912734,KBC,,,,,,,,,,,,,,,,,,
KBC,2016,2,5.507996267,667091900261,297304797020,2.152901529,8408084470,-21770455818,667091900261,0,667091900261,-239611249514,427480650747,-21381994477,7881009019,-5636640960,-36089923079,380661185720,472003782,0,-2121397,469882385,381131068105,-43837163947,-24864724696,312429179462,15124382442,297304797020,KBC,,,,,,,,,,,,,,,,,,
KBC,2016,1,-0.1802148207,446300107475,94874002955,-0.4011045909,9889887852,-21962368853,446300107475,0,446300107475,-262242724176,184057383299,-22899322790,145968316,-17608388459,-24485130108,129100398110,4917087875,0,-90909462,4826178413,133926576523,-8112081168,-18295518989,107518976366,12644973411,94874002955,KBC,,,,,,,,,,,,,,,,,,
KBC,2015,4,-0.424744729,281111425184,273421766196,0.6975749715,182463949614,-20736074290,281111425184,0,281111425184,-101550348418,179561076766,-815261395,5976520806,-2994220507,-20893327995,343298737289,438826052,0,-757676455,-318850403,342979886886,-31323099983,-47717767194,263939019709,-9482746487,273421766196,KBC,,,,,,,,,,,,,,,,,,
KBC,2015,3,0.4725384437,529933260172,102727554691,-0.1665216688,7825900692,-20463804613,529933260172,0,529933260172,-374053083753,155880176419,-11218777648,2147590080,-4174678695,-22379191813,128081019035,16575341925,0,-17690581457,-1115239532,126965779503,-29793569793,9527358037,106699567747,3972013056,102727554691,KBC,,,,,,,,,,,,,,,,,,
KBC,2015,2,0.5329088919,102503423927,94295617629,2.296813042,124340989697,-12485797088,102503423927,0,102503423927,-101094818335,1408605592,8924904717,-515805840,-5404714164,-24981593071,103772386931,-2239463069,0,2794454165,554991096,104327378027,-24549160855,7532167513,87310384685,-6985232944,94295617629,KBC,,,,,,,,,,,,,,,,,,
KBC,2015,1,2.543948827,544411046633,158414977843,10.92806263,2492635609,-36514141880,544411046633,0,544411046633,-284706841655,259704204978,-38261736506,0,-22314191555,-24744889298,176876023228,2917238967,1981876402,-2965815164,-48576197,178809323433,-28223805515,13113835488,163699353406,5284375563,158414977843,KBC,,,,,,,,,,,,,,,,,,
KBC,2014,4,-0.3428614773,488672489162,161066091798,-0.1857127953,9433506266,-44601118786,488672489162,0,488672489162,-217633337017,271039152145,-95862600079,0,-8277982032,-23563234044,152768842256,255076078,10514365606,-1504592696,-1249516618,162033691244,-8776167017,4892516784,158150041011,-2916050787,161066091798,KBC,,,,,,,,,,,,,,,,,,
KBC,2014,3,1.583089906,359877368525,123251620156,3.12511511,15233415776,-43615941560,359877368525,0,359877368525,-150863178710,209014189815,-47441841931,0,-3847264446,-20150984200,152807515014,405064802,-932012886,-378003,404686799,152280188927,-33171184135,9523160676,128632165468,5380545312,123251620156,KBC,,,,,,,,,,,,,,,,,,
KBC,2014,2,-0.5698131096,66868568945,28602051870,2.618930135,118637683622,-101896545293,66868568945,0,66868568945,-32920541748,33948027197,-98520690177,0,-2551006561,-22962900758,28551113323,103482875,-9818774939,-11099078,92383797,18824722181,-2062252519,1194873391,17957343053,-10644708817,28602051870,KBC,,,,,,,,,,,,,,,,,,
KBC,2014,1,2.505483393,153617073263,13280864023,1.250189146,14564893680,-58409109683,153617073263,0,153617073263,-79949626502,73667446761,-64300491239,0,-3011980036,-13968816429,6951052737,45184951,102038589,-70238760,-25053809,7028037517,-3729836520,4590743608,7888944605,-5391919418,13280864023,KBC,,,,,,,,,,,,,,,,,,
KBC,2013,4,0,743636953649,197800101569,0,23938049604,-93496880962,743636953649,0,743636953649,-359657684056,383979269593,-149964908199,0,-3205145316,-21961316970,232785948712,5650481791,-7509469066,-4439621816,1210859975,226487339621,-46367853961,17058119682,197177605342,-622496227,197800101569,KBC,,,,,,,,,,,,,,,,,,
KBC,2013,3,0,139320496642,-57997620733,0,5179808680,-71736982839,139320496642,0,139320496642,-110209533892,29110962750,-76177430188,0,-1893633809,-16180919144,-59961211711,2260192086,-3356635907,-1090692694,1169499392,-62148348226,586641885,215960574,-61345745767,-3348125034,-57997620733,KBC,,,,,,,,,,,,,,,,,,
KBC,2013,2,0,155440740830,-17667255213,0,5037796105,-72756457896,155440740830,-4260750936,151179989894,-86300885124,64879104770,-79679087275,0,-2559602029,-7200613576,-19522402005,1758270789,-2605614410,-625448469,1132822320,-20995194095,-5907481796,28160171939,1257496048,18924751261,-17667255213,KBC,,,,,,,,,,,,,,,,,,
KBC,2013,1,0,43821937245,-53083294065,0,4901149210,-72706741238,43821937245,-4989551415,38832385830,-22131346883,16701038947,-72806626051,0,-2927904259,-11169164202,-65301506355,10197493719,-1065014481,-87007208,10110486511,-56256034325,-92346537,1157864178,-55190516684,-2107222619,-53083294065,KBC,,,,,,,,,,,,,,,,,,
KDC,2025,1,0.1591890982,2199779338303,-75490404329,-8.922061571,33742178459,-42400199435,2199779338303,-53817370200,2145961968103,-1789221460446,356740507657,-53172823574,21299001986,-285106382076,-121274500101,-47772017649,2681328563,0,-1895925350,785403213,-46986614436,-17131145669,-3172493311,-67290253416,8200150913,-75490404329,KDC,,,,,,,,,,,,,,,,,,
KDC,2024,4,0.274103413,2611073223131,1624291623,1.002873387,39967237783,-44190659982,2611073223131,-62907641749,2548165581382,-2087325465580,460840115802,-45168078822,26026030124,-324862470767,-125996866130,30805967990,5186464808,0,-1391296501,3795168307,34601136297,-18117932714,-3717808794,12765394789,11141103166,1624291623,KDC,,,,,,,,,,,,,,,,,,
KDC,2024,3,-0.02227510787,2303130862210,24394353809,-0.6688800641,34702058638,-31024692034,2303130862210,-59437587540,2243693274670,-1822073525949,421619748721,-32630592783,44587387491,-325978603922,-127968727557,14331270588,2019676634,0,-964788155,1054888479,15386159067,-18293898739,24403729485,21495989813,-2898363996,24394353809,KDC,,,,,,,,,,,,,,,,,,
KDC,2024,2,-0.2534869245,1770444453937,7664509815,-0.9916545694,45047265147,-27764615493,1770444453937,-62798376037,1707646077900,-1436592066347,271054011553,-28572909955,61362456002,-242603999498,-98374104041,7912719208,2435165150,0,-1185867120,1249298030,9162017238,-13783096700,14769435251,10148355789,2483845974,7664509815,KDC,,,,,,,,,,,,,,,,,,
KDC,2024,1,-0.1106869519,1897688083539,9529136280,1.02987265,41929305278,-27757856288,1897688083539,-82335213490,1815352870049,-1456155556491,359197313558,-29181133903,18376276528,-241856875100,-103610217249,44854669112,334374370,0,-838539720,-504165350,44350503762,-18587172173,-4108619088,21654712501,12125576221,9529136280,KDC,,,,,,,,,,,,,,,,,,
KDC,2023,4,-0.3149975438,2049341675485,-565288101318,-41.45512654,60722745299,-39117044729,2049341675485,-66064342077,1983277333408,-1603480475808,379796857600,-796021929865,25447386670,-216235248235,-41564520906,-587854709437,7217723856,0,2838334618,10056058474,-577798650963,78281128077,-44699566544,-544217089430,21071011888,-565288101318,KDC,,,,,,,,,,,,,,,,,,
KDC,2023,3,-0.2850134422,2355602154284,73672259402,2.028724453,49114920256,-47493167768,2355602154284,-52573377628,2303028776656,-1860337479547,442691297109,-51680393170,30792671461,-263308222826,-83217606052,124392666778,70225859,0,-9438144551,-9367918692,115024748086,-48393089301,15298007117,81929665902,8257406500,73672259402,KDC,,,,,,,,,,,,,,,,,,
